,File Name,Commit msg,Complexity,Nol Added,Nol Removed,No of lines in file,Token Count,No of Changed Methods,No of Methods,Code Churn Files Count,Code Churn Files Max,Code Churn Files Avg,Commits Count,Hunks Count,Added Lines Count,Added Lines Max,Added Lines avg,Removed Lines Count,Removed Lines max,Removed Lines avg,BugLabelLevel,CommitBug,AddRemoved,CommitAddRemoved
clients/src/test/java/org/apache/kafka/common/network/ChannelBuildersTest.java,clients/src/test/java/org/apache/kafka/common/network/ChannelBuildersTest.java,"KAFKA-12578: Remove deprecated security classes/methods for 3.0 (#10435)

More specifically, remove deprecated:
- Constants in SslConfigs
- Constants in SaslConfigs
- AclBinding constructor
- AclBindingFilter constructor
- PrincipalBuilder and DefaultPrincipalBuilder classes
- ResourceFilter

Also simplify tests and code that no longer have to handle the removed `PrincipalBuilder`.

These removals seem non controversial. There is a straightforward alternative. The
deprecations happened in 1.0.0 and 2.0.0.

Reviewers: Chia-Ping Tsai <chia7712@gmail.com>",4,1,51,77,773,5,4,120,107,13,9,3,185,107,21,65,51,7,2,1,0,1
clients/src/test/java/org/apache/kafka/common/security/auth/DefaultKafkaPrincipalBuilderTest.java,clients/src/test/java/org/apache/kafka/common/security/auth/DefaultKafkaPrincipalBuilderTest.java,"KAFKA-12578: Remove deprecated security classes/methods for 3.0 (#10435)

More specifically, remove deprecated:
- Constants in SslConfigs
- Constants in SaslConfigs
- AclBinding constructor
- AclBindingFilter constructor
- PrincipalBuilder and DefaultPrincipalBuilder classes
- ResourceFilter

Also simplify tests and code that no longer have to handle the removed `PrincipalBuilder`.

These removals seem non controversial. There is a straightforward alternative. The
deprecations happened in 1.0.0 and 2.0.0.

Reviewers: Chia-Ping Tsai <chia7712@gmail.com>",9,3,64,132,1299,9,9,194,170,15,13,2,318,170,24,124,64,10,2,1,0,1
core/src/main/scala/kafka/server/epoch/LeaderEpochFileCache.scala,core/src/main/scala/kafka/server/epoch/LeaderEpochFileCache.scala,"KAFKA-12571: Eliminate LeaderEpochFileCache constructor dependency on logEndOffset (#10426)

This PR is a precursor to the recovery logic refactor work (KAFKA-12553).

Problems:
For refactoring the recovery logic (KAFKA-12553), we would like to move the logic to initialize LeaderEpochFileCache out of the Log class and into a separate static function. In the future, once we successfully initialize LeaderEpochFileCache outside Log, we will be able pass it as a dependency into both the Log recovery module and Log class constructor. However, currently the LeaderEpochFileCache constructor takes a dependency on logEndOffset (via a callback), which poses the following problems:

Blocks the instantiation of LeaderEpochFileCache outside Log class. Because, outside Log the logEndOffset is unavailable to be passed into LeaderEpochFileCache constructor. As a result, this situation blocks the recovery logic (KAFKA-12553) refactor work.
It turns out the logEndOffset dependency is used only in 1 of the LeaderEpochFileCache methods: LeaderEpochFileCache.endOffsetFor, and just for 1 particular case. Therefore, it is overkill to pass it in the constructor as a dependency. Also a callback is generally not a neat way to access dependencies and it poses code readability problems too.

Solution:
This PR modifies the code such that we only pass the logEndOffset as a parameter into LeaderEpochFileCache.endOffsetFor whenever the method is called, thus eliminating the constructor dependency. This will also unblock the recovery logic refactor work (KAFKA-12553).

Tests:
I have modified the existing tests to suit the above refactor.

Reviewers: Dhruvil Shah <dhruvil@confluent.io>, Jun Rao <junrao@gmail.com>",30,4,5,172,1029,2,12,301,224,13,24,1.5,563,224,23,262,81,11,2,1,0,1
core/src/test/scala/unit/kafka/server/epoch/LeaderEpochFileCacheTest.scala,core/src/test/scala/unit/kafka/server/epoch/LeaderEpochFileCacheTest.scala,"KAFKA-12571: Eliminate LeaderEpochFileCache constructor dependency on logEndOffset (#10426)

This PR is a precursor to the recovery logic refactor work (KAFKA-12553).

Problems:
For refactoring the recovery logic (KAFKA-12553), we would like to move the logic to initialize LeaderEpochFileCache out of the Log class and into a separate static function. In the future, once we successfully initialize LeaderEpochFileCache outside Log, we will be able pass it as a dependency into both the Log recovery module and Log class constructor. However, currently the LeaderEpochFileCache constructor takes a dependency on logEndOffset (via a callback), which poses the following problems:

Blocks the instantiation of LeaderEpochFileCache outside Log class. Because, outside Log the logEndOffset is unavailable to be passed into LeaderEpochFileCache constructor. As a result, this situation blocks the recovery logic (KAFKA-12553) refactor work.
It turns out the logEndOffset dependency is used only in 1 of the LeaderEpochFileCache methods: LeaderEpochFileCache.endOffsetFor, and just for 1 particular case. Therefore, it is overkill to pass it in the constructor as a dependency. Also a callback is generally not a neat way to access dependencies and it poses code readability problems too.

Solution:
This PR modifies the code such that we only pass the logEndOffset as a parameter into LeaderEpochFileCache.endOffsetFor whenever the method is called, thus eliminating the constructor dependency. This will also unblock the recovery logic refactor work (KAFKA-12553).

Tests:
I have modified the existing tests to suit the above refactor.

Reviewers: Dhruvil Shah <dhruvil@confluent.io>, Jun Rao <junrao@gmail.com>",40,63,55,338,2990,17,40,582,721,32,18,3.0,1090,721,61,508,299,28,2,1,0,1
streams/src/test/java/org/apache/kafka/streams/processor/internals/StateManagerUtilTest.java,streams/src/test/java/org/apache/kafka/streams/processor/internals/StateManagerUtilTest.java,"KAFKA-12288: remove task-level filesystem locks (#10342)

The filesystem locks don't protect access between StreamThreads, only across different instances of the same Streams application. Running multiple processes in the same physical state directory is not supported, and as of PR #9978 it's explicitly guarded against), so there's no reason to continue locking the task directories with anything heavier than an in-memory map.

Reviewers: Rohan Desai <rodesai@confluent.io>, Walker Carlson <wcarlson@confluent.io>, Guozhang Wang <guozhang@confluent.io>",12,9,61,222,1881,9,12,337,331,42,8,6.5,456,331,57,119,61,15,2,1,0,1
clients/src/test/java/org/apache/kafka/clients/MockClient.java,clients/src/test/java/org/apache/kafka/clients/MockClient.java,"MINOR: Fix newly added client side timeout tests in `KafkaAdminClientTest` (#10398)

This patch fixes a race condition between the background thread calling `ready` and the call to `MockTime.sleep` in the test. If the call to `sleep` happens first, then the test hangs. I fixed it by giving `MockClient` a way to listen to `ready` calls. This combined with a latch fixes the race. 

This patch also fixes a similar race condition in `testClientSideTimeoutAfterFailureToReceiveResponse`. After the disconnect, there is a race between the background thread sending the retry request and the foreground sleeping for the needed backoff delay.

Reviewers: Guozhang Wang <wangguoz@gmail.com>, David Arthur <mumrah@gmail.com>",142,9,0,608,4157,2,95,799,96,10,80,3.0,1212,117,15,413,77,5,2,1,0,1
clients/src/test/java/org/apache/kafka/clients/admin/AdminClientUnitTestEnv.java,clients/src/test/java/org/apache/kafka/clients/admin/AdminClientUnitTestEnv.java,"KAFKA-12557: Fix hanging KafkaAdminClientTest (#10404)

Fix a hanging test in KafkaAdminClientTest by forcing the admin client to shut down
whether or not there are pending requests once the test harness enters shutdown.

Reviewers: Ismael Juma <ijuma@apache.org>, Guozhang Wang <guozhang@apache.org>",14,5,1,87,638,1,12,139,87,9,15,2,199,87,13,60,23,4,2,1,0,1
clients/src/main/java/org/apache/kafka/common/Metric.java,clients/src/main/java/org/apache/kafka/common/Metric.java,"KAFKA-12573; Remove deprecated `Metric#value` (#10425)

Reviewers: Ismael Juma <ismael@juma.me.uk>",0,0,8,5,24,0,0,34,23,4,8,1.5,60,23,8,26,8,3,2,1,0,1
clients/src/main/java/org/apache/kafka/common/metrics/KafkaMetric.java,clients/src/main/java/org/apache/kafka/common/metrics/KafkaMetric.java,"KAFKA-12573; Remove deprecated `Metric#value` (#10425)

Reviewers: Ismael Juma <ismael@juma.me.uk>",13,0,9,59,375,1,7,86,55,6,14,1.0,134,55,10,48,12,3,2,1,0,1
clients/src/test/java/org/apache/kafka/common/metrics/MetricsTest.java,clients/src/test/java/org/apache/kafka/common/metrics/MetricsTest.java,"KAFKA-12573; Remove deprecated `Metric#value` (#10425)

Reviewers: Ismael Juma <ismael@juma.me.uk>",76,0,10,758,7893,1,37,955,176,22,43,2,1332,176,31,377,69,9,2,1,0,1
core/src/main/scala/kafka/server/ApiVersionManager.scala,core/src/main/scala/kafka/server/ApiVersionManager.scala,"MINOR: Self-managed -> KRaft (Kafka Raft) (#10414)

`Self-managed` is also used in the context of Cloud vs on-prem and it can
be confusing.

`KRaft` is a cute combination of `Kafka Raft` and it's pronounced like `craft`
(as in `craftsmanship`).

Reviewers: Colin P. McCabe <cmccabe@apache.org>, Jose Sancio <jsancio@gmail.com>, Chia-Ping Tsai <chia7712@gmail.com>, Ron Dagostino <rdagostino@confluent.io>",11,1,1,92,518,1,6,126,126,42,3,1,128,126,43,2,1,1,2,1,0,1
core/src/main/scala/kafka/tools/StorageTool.scala,core/src/main/scala/kafka/tools/StorageTool.scala,"MINOR: Self-managed -> KRaft (Kafka Raft) (#10414)

`Self-managed` is also used in the context of Cloud vs on-prem and it can
be confusing.

`KRaft` is a cute combination of `Kafka Raft` and it's pronounced like `craft`
(as in `craftsmanship`).

Reviewers: Colin P. McCabe <cmccabe@apache.org>, Jose Sancio <jsancio@gmail.com>, Chia-Ping Tsai <chia7712@gmail.com>, Ron Dagostino <rdagostino@confluent.io>",37,3,3,200,1247,2,6,238,238,60,4,2.0,251,238,63,13,9,3,2,1,0,1
core/src/test/scala/unit/kafka/api/ApiVersionTest.scala,core/src/test/scala/unit/kafka/api/ApiVersionTest.scala,"MINOR: Self-managed -> KRaft (Kafka Raft) (#10414)

`Self-managed` is also used in the context of Cloud vs on-prem and it can
be confusing.

`KRaft` is a cute combination of `Kafka Raft` and it's pronounced like `craft`
(as in `craftsmanship`).

Reviewers: Colin P. McCabe <cmccabe@apache.org>, Jose Sancio <jsancio@gmail.com>, Chia-Ping Tsai <chia7712@gmail.com>, Ron Dagostino <rdagostino@confluent.io>",14,1,2,212,1658,1,11,272,108,13,21,2,311,110,15,39,10,2,2,1,0,1
core/src/test/scala/unit/kafka/tools/StorageToolTest.scala,core/src/test/scala/unit/kafka/tools/StorageToolTest.scala,"MINOR: Self-managed -> KRaft (Kafka Raft) (#10414)

`Self-managed` is also used in the context of Cloud vs on-prem and it can
be confusing.

`KRaft` is a cute combination of `Kafka Raft` and it's pronounced like `craft`
(as in `craftsmanship`).

Reviewers: Colin P. McCabe <cmccabe@apache.org>, Jose Sancio <jsancio@gmail.com>, Chia-Ping Tsai <chia7712@gmail.com>, Ron Dagostino <rdagostino@confluent.io>",12,2,2,154,931,2,10,186,187,46,4,2.0,197,187,49,11,7,3,2,1,0,1
tests/kafkatest/tests/client/client_compatibility_features_test.py,tests/kafkatest/tests/client/client_compatibility_features_test.py,"MINOR: Self-managed -> KRaft (Kafka Raft) (#10414)

`Self-managed` is also used in the context of Cloud vs on-prem and it can
be confusing.

`KRaft` is a cute combination of `Kafka Raft` and it's pronounced like `craft`
(as in `craftsmanship`).

Reviewers: Colin P. McCabe <cmccabe@apache.org>, Jose Sancio <jsancio@gmail.com>, Chia-Ping Tsai <chia7712@gmail.com>, Ron Dagostino <rdagostino@confluent.io>",17,1,1,106,817,1,5,139,100,6,22,2.0,178,100,8,39,8,2,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/state/RocksDBConfigSetter.java,streams/src/main/java/org/apache/kafka/streams/state/RocksDBConfigSetter.java,"KAFKA-8784: remove default close for RocksDBConfigSetter (#10416)

Remove the default close implementation for RocksDBConfigSetter to avoid accidental memory leaks via C++ backed objects which are constructed but not closed by the user

Reviewers: Anna Sophie Blee-Goldman <ableegoldman@apache.org>",0,1,3,10,89,1,0,61,37,9,7,1,75,37,11,14,6,2,2,1,0,1
streams/src/test/java/org/apache/kafka/test/MockRocksDbConfigSetter.java,streams/src/test/java/org/apache/kafka/test/MockRocksDbConfigSetter.java,"KAFKA-8784: remove default close for RocksDBConfigSetter (#10416)

Remove the default close implementation for RocksDBConfigSetter to avoid accidental memory leaks via C++ backed objects which are constructed but not closed by the user

Reviewers: Anna Sophie Blee-Goldman <ableegoldman@apache.org>",2,4,0,17,124,1,2,39,35,20,2,1.0,39,35,20,0,0,0,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/processor/internals/AbstractTask.java,streams/src/main/java/org/apache/kafka/streams/processor/internals/AbstractTask.java,"KAFKA-12523: handle TaskCorruption and TimeoutException during handleCorruption  and handleRevocation (#10407)

Need to handle TaskCorruptedException and TimeoutException that can be thrown from offset commit during handleRevocation or handleCorruption

Reviewers: Matthias J. Sax <mjsax@confluent.org>, Guozhang Wang <guozhang@confluent.io>",21,1,0,145,874,1,13,202,93,3,79,3,756,93,10,554,199,7,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/processor/internals/Tasks.java,streams/src/main/java/org/apache/kafka/streams/processor/internals/Tasks.java,"KAFKA-12523: handle TaskCorruption and TimeoutException during handleCorruption  and handleRevocation (#10407)

Need to handle TaskCorruptedException and TimeoutException that can be thrown from offset commit during handleRevocation or handleCorruption

Reviewers: Matthias J. Sax <mjsax@confluent.org>, Guozhang Wang <guozhang@confluent.io>",50,10,0,226,1787,1,29,307,295,102,3,2,309,295,103,2,2,1,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/JoinWindows.java,streams/src/main/java/org/apache/kafka/streams/kstream/JoinWindows.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",18,10,116,82,520,16,11,203,91,6,34,4.5,587,91,17,384,116,11,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/Materialized.java,streams/src/main/java/org/apache/kafka/streams/kstream/Materialized.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",16,2,1,98,865,0,15,262,184,22,12,2.0,279,184,23,17,3,1,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/SessionWindows.java,streams/src/main/java/org/apache/kafka/streams/kstream/SessionWindows.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",14,10,71,60,369,11,8,160,105,8,21,3,334,105,16,174,71,8,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/TimeWindows.java,streams/src/main/java/org/apache/kafka/streams/kstream/TimeWindows.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",20,16,118,90,600,14,10,188,125,8,25,4,502,125,20,314,118,13,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/UnlimitedWindows.java,streams/src/main/java/org/apache/kafka/streams/kstream/UnlimitedWindows.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",14,7,49,65,391,7,9,131,63,5,24,3.0,301,63,13,170,49,7,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/Windows.java,streams/src/main/java/org/apache/kafka/streams/kstream/Windows.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",1,3,61,10,91,4,1,69,80,2,28,3.0,344,80,12,275,65,10,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/internals/SessionWindowedCogroupedKStreamImpl.java,streams/src/main/java/org/apache/kafka/streams/kstream/internals/SessionWindowedCogroupedKStreamImpl.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",12,2,6,115,1022,1,6,147,150,24,6,2.5,185,150,31,38,21,6,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/internals/SessionWindowedKStreamImpl.java,streams/src/main/java/org/apache/kafka/streams/kstream/internals/SessionWindowedKStreamImpl.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",32,2,4,220,2067,1,17,270,199,17,16,3.5,445,199,28,175,59,11,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/internals/TimeWindowedCogroupedKStreamImpl.java,streams/src/main/java/org/apache/kafka/streams/kstream/internals/TimeWindowedCogroupedKStreamImpl.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",12,8,37,115,982,1,6,149,180,21,7,4,238,180,34,89,37,13,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/kstream/internals/TimeWindowedKStreamImpl.java,streams/src/main/java/org/apache/kafka/streams/kstream/internals/TimeWindowedKStreamImpl.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",31,14,39,193,1952,1,16,256,143,9,27,4,550,143,20,294,49,11,2,1,0,1
streams/src/test/java/org/apache/kafka/streams/kstream/JoinWindowsTest.java,streams/src/test/java/org/apache/kafka/streams/kstream/JoinWindowsTest.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",11,0,14,98,1215,1,8,145,99,10,15,5,412,99,27,267,55,18,2,1,0,1
streams/src/test/java/org/apache/kafka/streams/kstream/SessionWindowsTest.java,streams/src/test/java/org/apache/kafka/streams/kstream/SessionWindowsTest.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",8,0,20,52,657,2,7,88,68,7,12,2.0,201,68,17,113,22,9,2,1,0,1
streams/src/test/java/org/apache/kafka/streams/kstream/TimeWindowsTest.java,streams/src/test/java/org/apache/kafka/streams/kstream/TimeWindowsTest.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",17,0,36,120,1262,4,13,171,123,10,17,6,427,123,25,256,39,15,2,1,0,1
streams/src/test/java/org/apache/kafka/streams/kstream/UnlimitedWindowsTest.java,streams/src/test/java/org/apache/kafka/streams/kstream/UnlimitedWindowsTest.java,"KAFKA-7106: remove deprecated Windows APIs (#10378)

1. Remove all deprecated APIs in KIP-328.
2. Remove deprecated APIs in Windows in KIP-358.

Reviewers: John Roesler <vvcephei@apache.org>",7,7,21,52,494,6,7,82,80,7,12,3.0,177,80,15,95,21,8,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/processor/internals/StreamsMetadataState.java,streams/src/main/java/org/apache/kafka/streams/processor/internals/StreamsMetadataState.java,"KAFKA-12562: Remove deprecated APIs in KafkaStreams and returned state classes (#10412)

Reviewers: A. Sophie Blee-Goldman <sophie@confluent.io>",47,0,114,223,1845,3,17,341,237,15,23,3,549,237,24,208,114,9,2,1,0,1
streams/src/main/java/org/apache/kafka/streams/state/HostInfo.java,streams/src/main/java/org/apache/kafka/streams/state/HostInfo.java,"KAFKA-12562: Remove deprecated APIs in KafkaStreams and returned state classes (#10412)

Reviewers: A. Sophie Blee-Goldman <sophie@confluent.io>",15,0,4,62,373,0,8,112,81,12,9,2,136,81,15,24,9,3,2,1,0,1
streams/src/test/java/org/apache/kafka/streams/processor/internals/ForwardingDisabledProcessorContextTest.java,streams/src/test/java/org/apache/kafka/streams/processor/internals/ForwardingDisabledProcessorContextTest.java,"KAFKA-12452: Remove deprecated overloads of ProcessorContext#forward (#10300)

ProcessorContext#forward was changed via KIP-251 in 2.0.0 release. This PR removes the old and deprecated overloads.

Reviewers: A. Sophie Blee-Goldman <sophie@confluent.io>",3,0,12,29,212,2,3,112,61,22,5,1,132,61,26,20,12,4,2,1,0,1
streams/src/test/java/org/apache/kafka/streams/processor/internals/ProcessorTopologyTest.java,streams/src/test/java/org/apache/kafka/streams/processor/internals/ProcessorTopologyTest.java,"KAFKA-12452: Remove deprecated overloads of ProcessorContext#forward (#10300)

ProcessorContext#forward was changed via KIP-251 in 2.0.0 release. This PR removes the old and deprecated overloads.

Reviewers: A. Sophie Blee-Goldman <sophie@confluent.io>",74,10,123,798,7673,15,71,976,326,15,65,3,1874,326,29,898,157,14,2,1,0,1
streams/test-utils/src/test/java/org/apache/kafka/streams/MockProcessorContextTest.java,streams/test-utils/src/test/java/org/apache/kafka/streams/MockProcessorContextTest.java,"KAFKA-12452: Remove deprecated overloads of ProcessorContext#forward (#10300)

ProcessorContext#forward was changed via KIP-251 in 2.0.0 release. This PR removes the old and deprecated overloads.

Reviewers: A. Sophie Blee-Goldman <sophie@confluent.io>",14,0,42,277,3003,2,8,367,406,23,16,2.0,449,406,28,82,42,5,2,1,0,1
streams/src/test/java/org/apache/kafka/streams/integration/KTableKTableForeignKeyJoinIntegrationTest.java,streams/src/test/java/org/apache/kafka/streams/integration/KTableKTableForeignKeyJoinIntegrationTest.java,"KAFKA-12508: Disable KIP-557 (#10397)

A major issue has been raised that this implementation of
emit-on-change is vulnerable to a number of data-loss bugs
in the presence of recovery with dirty state under at-least-once
semantics. This should be fixed in the future when we implement
a way to avoid or clean up the dirty state under at-least-once,
at which point it will be safe to re-introduce KIP-557 and
complete it.

Reviewers: A. Sophie Blee-Goldman <ableegoldman@apache.org>",73,3,15,587,3958,2,13,702,699,58,12,5.0,1549,699,129,847,623,71,2,1,0,1
clients/src/main/java/org/apache/kafka/clients/admin/DescribeProducersOptions.java,clients/src/main/java/org/apache/kafka/clients/admin/DescribeProducersOptions.java,"KAFKA-12434; Admin support for `DescribeProducers` API (#10275)

This patch adds the new `Admin` API to describe producer state as described by KIP-664: https://cwiki.apache.org/confluence/display/KAFKA/KIP-664%3A+Provide+tooling+to+detect+and+abort+hanging+transactions.

The three new APIs added by KIP-664 require different lookup and request patterns:

- DescribeProducers: send to partition leaders
- DescribeTransactions: send to coordinators
- ListTransactions: send to all brokers

Our method of handling complex workflows such as these in `KafkaAdminClient` by chaining together `Call` instances has been clumsy and error-prone at best. I have attempted to introduce a new pattern which separates the lookup stage (e.g. finding partition leaders) from the fulfillment stage (e.g. sending `DescribeProducers`). The lookup stage is implemented by `AdminApiLookupStrategy` and the fulfillment stage is implemented by `AdminApiHandler`. There is a new class `AdminApiDriver` which manages the bookkeeping for these two stages. See the corresponding javadocs for more detail. 

This PR provides an example of usage through `DescribeProducersHandler`, which is an implementation of `AdminApiHandler`. It relies on `PartitionLeaderStrategy` which implements `AdminApiLookupStrategy`. In addition to allowing for easier reuse of lookup strategies, this approach provides a more convenient way for testing since all of the logic is not crammed into `KafkaAdminClient`. Follow-up PRs for the rest of KIP-664 will flesh out additional lookup strategies such as for coordinator APIs.

Reviewers: Chia-Ping Tsai <chia7712@gmail.com>, David Jacot <djacot@confluent.io>",9,64,0,35,213,5,5,64,64,64,1,1,64,64,64,0,0,0,2,1,0,1
clients/src/main/java/org/apache/kafka/clients/admin/ProducerState.java,clients/src/main/java/org/apache/kafka/clients/admin/ProducerState.java,"KAFKA-12434; Admin support for `DescribeProducers` API (#10275)

This patch adds the new `Admin` API to describe producer state as described by KIP-664: https://cwiki.apache.org/confluence/display/KAFKA/KIP-664%3A+Provide+tooling+to+detect+and+abort+hanging+transactions.

The three new APIs added by KIP-664 require different lookup and request patterns:

- DescribeProducers: send to partition leaders
- DescribeTransactions: send to coordinators
- ListTransactions: send to all brokers

Our method of handling complex workflows such as these in `KafkaAdminClient` by chaining together `Call` instances has been clumsy and error-prone at best. I have attempted to introduce a new pattern which separates the lookup stage (e.g. finding partition leaders) from the fulfillment stage (e.g. sending `DescribeProducers`). The lookup stage is implemented by `AdminApiLookupStrategy` and the fulfillment stage is implemented by `AdminApiHandler`. There is a new class `AdminApiDriver` which manages the bookkeeping for these two stages. See the corresponding javadocs for more detail. 

This PR provides an example of usage through `DescribeProducersHandler`, which is an implementation of `AdminApiHandler`. It relies on `PartitionLeaderStrategy` which implements `AdminApiLookupStrategy`. In addition to allowing for easier reuse of lookup strategies, this approach provides a more convenient way for testing since all of the logic is not crammed into `KafkaAdminClient`. Follow-up PRs for the rest of KIP-664 will flesh out additional lookup strategies such as for coordinator APIs.

Reviewers: Chia-Ping Tsai <chia7712@gmail.com>, David Jacot <djacot@confluent.io>",18,101,0,73,345,10,10,101,101,101,1,1,101,101,101,0,0,0,2,1,0,1
clients/src/main/java/org/apache/kafka/common/errors/InvalidTopicException.java,clients/src/main/java/org/apache/kafka/common/errors/InvalidTopicException.java,"KAFKA-12434; Admin support for `DescribeProducers` API (#10275)

This patch adds the new `Admin` API to describe producer state as described by KIP-664: https://cwiki.apache.org/confluence/display/KAFKA/KIP-664%3A+Provide+tooling+to+detect+and+abort+hanging+transactions.

The three new APIs added by KIP-664 require different lookup and request patterns:

- DescribeProducers: send to partition leaders
- DescribeTransactions: send to coordinators
- ListTransactions: send to all brokers

Our method of handling complex workflows such as these in `KafkaAdminClient` by chaining together `Call` instances has been clumsy and error-prone at best. I have attempted to introduce a new pattern which separates the lookup stage (e.g. finding partition leaders) from the fulfillment stage (e.g. sending `DescribeProducers`). The lookup stage is implemented by `AdminApiLookupStrategy` and the fulfillment stage is implemented by `AdminApiHandler`. There is a new class `AdminApiDriver` which manages the bookkeeping for these two stages. See the corresponding javadocs for more detail. 

This PR provides an example of usage through `DescribeProducersHandler`, which is an implementation of `AdminApiHandler`. It relies on `PartitionLeaderStrategy` which implements `AdminApiLookupStrategy`. In addition to allowing for easier reuse of lookup strategies, this approach provides a more convenient way for testing since all of the logic is not crammed into `KafkaAdminClient`. Follow-up PRs for the rest of KIP-664 will flesh out additional lookup strategies such as for coordinator APIs.

Reviewers: Chia-Ping Tsai <chia7712@gmail.com>, David Jacot <djacot@confluent.io>",7,5,0,34,200,1,7,68,38,14,5,1,80,38,16,12,11,2,2,1,0,1
clients/src/main/java/org/apache/kafka/common/utils/CollectionUtils.java,clients/src/main/java/org/apache/kafka/common/utils/CollectionUtils.java,"KAFKA-12434; Admin support for `DescribeProducers` API (#10275)

This patch adds the new `Admin` API to describe producer state as described by KIP-664: https://cwiki.apache.org/confluence/display/KAFKA/KIP-664%3A+Provide+tooling+to+detect+and+abort+hanging+transactions.

The three new APIs added by KIP-664 require different lookup and request patterns:

- DescribeProducers: send to partition leaders
- DescribeTransactions: send to coordinators
- ListTransactions: send to all brokers

Our method of handling complex workflows such as these in `KafkaAdminClient` by chaining together `Call` instances has been clumsy and error-prone at best. I have attempted to introduce a new pattern which separates the lookup stage (e.g. finding partition leaders) from the fulfillment stage (e.g. sending `DescribeProducers`). The lookup stage is implemented by `AdminApiLookupStrategy` and the fulfillment stage is implemented by `AdminApiHandler`. There is a new class `AdminApiDriver` which manages the bookkeeping for these two stages. See the corresponding javadocs for more detail. 

This PR provides an example of usage through `DescribeProducersHandler`, which is an implementation of `AdminApiHandler`. It relies on `PartitionLeaderStrategy` which implements `AdminApiLookupStrategy`. In addition to allowing for easier reuse of lookup strategies, this approach provides a more convenient way for testing since all of the logic is not crammed into `KafkaAdminClient`. Follow-up PRs for the rest of KIP-664 will flesh out additional lookup strategies such as for coordinator APIs.

Reviewers: Chia-Ping Tsai <chia7712@gmail.com>, David Jacot <djacot@confluent.io>",8,23,5,48,461,2,5,93,62,12,8,2.5,132,62,16,39,17,5,2,1,0,1
